"","Pasos","Dimension","Valor M","Origen"
"V2153","50","4",11,0
"V2163","50","4",12,1
"V2173","50","4",25,1
"V2183","50","4",16,0
"V2193","50","4",12,1
"V2203","50","4",14,0
"V2215","50","4",19,0
"V2223","50","4",14,0
"V2233","50","4",16,1
"V2243","50","4",9,0
"V2253","50","4",13,0
"V2263","50","4",16,0
"V2273","50","4",17,1
"V2283","50","4",8,0
"V2293","50","4",9,1
"V2303","50","4",8,0
"V2315","50","4",11,0
"V2323","50","4",11,0
"V2333","50","4",15,0
"V2343","50","4",14,1
"V2353","50","4",12,0
"V2363","50","4",14,1
"V2373","50","4",18,0
"V2383","50","4",31,0
"V2393","50","4",14,0
"V2403","50","4",17,0
"V2415","50","4",10,0
"V2423","50","4",14,0
"V2433","50","4",18,1
"V2443","50","4",12,1
"V2453","50","4",16,0
"V2463","50","4",17,0
"V2473","50","4",16,1
"V2483","50","4",11,0
"V2493","50","4",12,1
"V2503","50","4",14,0
"V2515","50","4",13,0
"V2523","50","4",14,0
"V2533","50","4",11,1
"V2543","50","4",10,0
"V2553","50","4",14,0
"V2563","50","4",20,1
"V2573","50","4",12,1
"V2583","50","4",14,0
"V2593","50","4",12,0
"V2603","50","4",15,0
"V2615","50","4",19,0
"V2623","50","4",22,1
"V2633","50","4",12,0
"V2643","50","4",16,1
"V2653","50","4",11,0
"V2663","50","4",24,0
"V2673","50","4",14,0
"V2683","50","4",8,1
"V2693","50","4",16,0
"V2703","50","4",12,1
"V2715","50","4",12,2
"V2723","50","4",16,0
"V2733","50","4",10,0
"V2743","50","4",20,0
"V2753","50","4",20,0
"V2763","50","4",11,0
"V2773","50","4",11,0
"V2783","50","4",11,0
"V2793","50","4",13,0
"V2803","50","4",13,0
"V2815","50","4",11,0
"V2823","50","4",20,0
"V2833","50","4",16,0
"V2843","50","4",9,0
"V2853","50","4",8,1
"V2863","50","4",17,0
"V2873","50","4",9,0
"V2883","50","4",12,0
"V2893","50","4",15,1
"V2903","50","4",9,2
"V2915","50","4",12,1
"V2923","50","4",12,1
"V2933","50","4",16,1
"V2943","50","4",10,0
"V2953","50","4",16,1
"V2963","50","4",9,0
"V2973","50","4",15,2
"V2983","50","4",16,0
"V2993","50","4",11,0
"V3003","50","4",9,1
"V1106","50","5",18,1
"V2106","50","5",16,0
"V316","50","5",14,0
"V416","50","5",15,0
"V516","50","5",17,0
"V616","50","5",16,0
"V716","50","5",14,0
"V816","50","5",13,0
"V916","50","5",16,0
"V1016","50","5",12,0
"V1116","50","5",10,0
"V1216","50","5",16,0
"V1316","50","5",17,0
"V1416","50","5",10,0
"V1516","50","5",14,0
"V1616","50","5",15,0
"V1716","50","5",13,1
"V1816","50","5",16,2
"V1916","50","5",12,0
"V2016","50","5",12,1
"V2116","50","5",10,0
"V2216","50","5",16,0
"V2316","50","5",12,1
"V2416","50","5",14,0
"V2516","50","5",12,1
"V2616","50","5",14,0
"V2716","50","5",16,0
"V2816","50","5",13,0
"V2916","50","5",19,0
"V304","50","5",16,0
"V317","50","5",13,0
"V324","50","5",17,0
"V334","50","5",13,0
"V344","50","5",14,0
"V354","50","5",11,0
"V364","50","5",16,0
"V374","50","5",12,0
"V384","50","5",10,0
"V394","50","5",15,1
"V404","50","5",13,0
"V417","50","5",11,0
"V424","50","5",20,3
"V434","50","5",10,0
"V444","50","5",17,1
"V454","50","5",13,0
"V464","50","5",11,0
"V474","50","5",9,0
"V484","50","5",11,1
"V494","50","5",10,0
"V504","50","5",16,0
"V517","50","5",10,0
"V524","50","5",16,0
"V534","50","5",20,0
"V544","50","5",11,1
"V554","50","5",15,0
"V564","50","5",13,0
"V574","50","5",15,1
"V584","50","5",17,0
"V594","50","5",16,0
"V604","50","5",17,0
"V617","50","5",8,0
"V624","50","5",8,0
"V634","50","5",8,0
"V644","50","5",26,0
"V654","50","5",8,0
"V664","50","5",12,0
"V674","50","5",14,0
"V684","50","5",16,0
"V694","50","5",12,1
"V704","50","5",14,1
"V717","50","5",18,0
"V724","50","5",13,0
"V734","50","5",11,0
"V744","50","5",15,0
"V754","50","5",17,0
"V764","50","5",16,1
"V774","50","5",15,0
"V784","50","5",10,1
"V794","50","5",20,1
"V804","50","5",16,0
"V817","50","5",14,0
"V824","50","5",11,0
"V834","50","5",10,0
"V844","50","5",18,0
"V854","50","5",19,0
"V864","50","5",13,1
"V874","50","5",16,0
"V884","50","5",13,0
"V894","50","5",17,0
"V904","50","5",16,0
"V917","50","5",20,2
"V924","50","5",14,0
"V934","50","5",11,0
"V944","50","5",16,0
"V954","50","5",13,0
"V964","50","5",10,0
"V974","50","5",11,0
"V984","50","5",8,0
"V994","50","5",17,0
"V1004","50","5",17,0
"V1017","50","5",14,1
"V1024","50","5",11,0
"V1034","50","5",10,0
"V1044","50","5",14,0
"V1054","50","5",14,0
"V1064","50","5",12,0
"V1074","50","5",12,0
"V1084","50","5",18,0
"V1094","50","5",11,0
"V1107","50","5",18,0
"V1117","50","5",10,0
"V1124","50","5",12,0
"V1134","50","5",13,2
"V1144","50","5",16,1
"V1154","50","5",18,0
"V1164","50","5",11,0
"V1174","50","5",16,0
"V1184","50","5",14,0
"V1194","50","5",14,0
"V1204","50","5",13,0
"V1217","50","5",15,0
"V1224","50","5",15,0
"V1234","50","5",13,0
"V1244","50","5",8,0
"V1254","50","5",10,0
"V1264","50","5",17,0
"V1274","50","5",16,0
"V1284","50","5",13,0
"V1294","50","5",22,0
"V1304","50","5",14,0
"V1317","50","5",19,0
"V1324","50","5",13,0
"V1334","50","5",16,0
"V1344","50","5",12,0
"V1354","50","5",18,0
"V1364","50","5",18,0
"V1374","50","5",15,0
"V1384","50","5",18,0
"V1394","50","5",8,0
"V1404","50","5",11,2
"V1417","50","5",10,1
"V1424","50","5",18,0
"V1434","50","5",14,0
"V1444","50","5",17,0
"V1454","50","5",17,0
"V1464","50","5",11,0
"V1474","50","5",12,0
"V1484","50","5",12,1
"V1494","50","5",19,0
"V1504","50","5",16,0
"V1517","50","5",11,0
"V1524","50","5",8,0
"V1534","50","5",12,0
"V1544","50","5",14,0
"V1554","50","5",11,0
"V1564","50","5",9,0
"V1574","50","5",13,0
"V1584","50","5",14,0
"V1594","50","5",14,0
"V1604","50","5",11,0
"V1617","50","5",12,1
"V1624","50","5",13,0
"V1634","50","5",18,0
"V1644","50","5",13,0
"V1654","50","5",14,0
"V1664","50","5",15,0
"V1674","50","5",13,0
"V1684","50","5",18,1
"V1694","50","5",16,0
"V1704","50","5",9,1
"V1717","50","5",9,0
"V1724","50","5",10,0
"V1734","50","5",21,0
"V1744","50","5",12,0
"V1754","50","5",12,0
"V1764","50","5",15,0
"V1774","50","5",18,1
"V1784","50","5",16,0
"V1794","50","5",17,0
"V1804","50","5",10,0
"V1817","50","5",14,1
"V1824","50","5",16,0
"V1834","50","5",12,0
"V1844","50","5",10,1
"V1854","50","5",14,0
"V1864","50","5",12,0
"V1874","50","5",11,0
"V1884","50","5",13,0
"V1894","50","5",15,0
"V1904","50","5",16,0
"V1917","50","5",13,0
"V1924","50","5",12,0
"V1934","50","5",8,0
"V1944","50","5",28,0
"V1954","50","5",16,0
"V1964","50","5",14,0
"V1974","50","5",10,0
"V1984","50","5",13,0
"V1994","50","5",8,1
"V2004","50","5",17,0
"V2017","50","5",13,0
"V2024","50","5",19,1
"V2034","50","5",11,0
"V2044","50","5",15,0
"V2054","50","5",15,0
"V2064","50","5",24,0
"V2074","50","5",25,0
"V2084","50","5",16,0
"V2094","50","5",15,0
"V2107","50","5",20,0
"V2117","50","5",15,0
"V2124","50","5",14,0
"V2134","50","5",9,0
"V2144","50","5",13,0
"V2154","50","5",14,0
"V2164","50","5",11,0
"V2174","50","5",16,1
"V2184","50","5",17,0
"V2194","50","5",18,0
"V2204","50","5",17,0
"V2217","50","5",15,0
"V2224","50","5",19,0
"V2234","50","5",14,2
"V2244","50","5",14,0
"V2254","50","5",20,0
"V2264","50","5",14,0
"V2274","50","5",9,0
"V2284","50","5",13,0
"V2294","50","5",16,1
"V2304","50","5",19,0
"V2317","50","5",10,0
"V2324","50","5",12,0
"V2334","50","5",20,0
"V2344","50","5",14,0
"V2354","50","5",10,0
"V2364","50","5",18,0
"V2374","50","5",12,0
"V2384","50","5",8,0
"V2394","50","5",12,0
"V2404","50","5",11,0
"V2417","50","5",15,0
"V2424","50","5",18,0
"V2434","50","5",18,0
"V2444","50","5",18,0
"V2454","50","5",8,0
"V2464","50","5",22,0
"V2474","50","5",18,0
"V2484","50","5",16,0
"V2494","50","5",12,0
"V2504","50","5",20,0
"V2517","50","5",12,0
"V2524","50","5",17,0
"V2534","50","5",22,0
"V2544","50","5",15,0
"V2554","50","5",12,0
"V2564","50","5",17,1
"V2574","50","5",13,0
"V2584","50","5",17,0
"V2594","50","5",21,0
"V2604","50","5",8,0
"V2617","50","5",18,0
"V2624","50","5",12,0
"V2634","50","5",20,0
"V2644","50","5",20,0
"V2654","50","5",15,0
"V2664","50","5",20,0
"V2674","50","5",10,1
"V2684","50","5",17,0
"V2694","50","5",11,0
"V2704","50","5",16,0
"V2717","50","5",18,1
"V2724","50","5",15,0
"V2734","50","5",14,0
"V2744","50","5",12,0
"V2754","50","5",13,0
"V2764","50","5",26,0
"V2774","50","5",14,0
"V2784","50","5",12,0
"V2794","50","5",15,0
"V2804","50","5",19,0
"V2817","50","5",13,0
"V2824","50","5",19,0
"V2834","50","5",9,1
"V2844","50","5",9,0
"V2854","50","5",11,0
"V2864","50","5",18,0
"V2874","50","5",14,0
"V2884","50","5",11,1
"V2894","50","5",12,0
"V2904","50","5",10,0
"V2917","50","5",18,0
"V2924","50","5",14,0
"V2934","50","5",19,0
"V2944","50","5",13,0
"V2954","50","5",8,0
"V2964","50","5",10,0
"V2974","50","5",17,1
"V2984","50","5",14,0
"V2994","50","5",10,0
"V3004","50","5",13,0
"V1108","50","6",13,0
"V2108","50","6",22,0
"V318","50","6",14,0
"V418","50","6",14,0
"V518","50","6",15,0
"V618","50","6",23,1
"V718","50","6",11,0
"V818","50","6",16,0
"V918","50","6",14,0
"V1018","50","6",11,1
"V1118","50","6",18,0
"V1218","50","6",23,0
"V1318","50","6",10,0
"V1418","50","6",16,0
"V1518","50","6",15,1
"V1618","50","6",24,1
"V1718","50","6",21,0
"V1818","50","6",13,0
"V1918","50","6",16,0
"V2018","50","6",14,0
"V2118","50","6",7,0
"V2218","50","6",14,0
"V2318","50","6",13,0
"V2418","50","6",12,0
"V2518","50","6",20,0
"V2618","50","6",17,0
"V2718","50","6",20,0
"V2818","50","6",16,0
"V2918","50","6",13,0
"V305","50","6",18,0
"V319","50","6",10,0
"V325","50","6",8,0
"V335","50","6",13,0
"V345","50","6",10,1
"V355","50","6",14,0
"V365","50","6",16,0
"V375","50","6",16,1
"V385","50","6",18,1
"V395","50","6",15,0
"V405","50","6",20,0
"V419","50","6",12,0
"V425","50","6",14,0
"V435","50","6",14,0
"V445","50","6",18,0
"V455","50","6",23,0
"V465","50","6",10,1
"V475","50","6",18,0
"V485","50","6",14,0
"V495","50","6",10,0
"V505","50","6",11,0
"V519","50","6",19,0
"V525","50","6",14,0
"V535","50","6",15,0
"V545","50","6",18,1
"V555","50","6",22,0
"V565","50","6",12,0
"V575","50","6",11,0
"V585","50","6",20,1
"V595","50","6",12,0
"V605","50","6",21,0
"V619","50","6",12,0
"V625","50","6",12,2
"V635","50","6",16,1
"V645","50","6",16,0
"V655","50","6",18,0
"V665","50","6",16,1
"V675","50","6",12,0
"V685","50","6",16,0
"V695","50","6",13,0
"V705","50","6",20,0
"V719","50","6",16,0
"V725","50","6",18,0
"V735","50","6",13,0
"V745","50","6",16,0
"V755","50","6",11,0
"V765","50","6",17,0
"V775","50","6",10,0
"V785","50","6",12,0
"V795","50","6",17,1
"V805","50","6",9,1
"V819","50","6",18,0
"V825","50","6",8,0
"V835","50","6",13,0
"V845","50","6",14,0
"V855","50","6",15,1
"V865","50","6",12,0
"V875","50","6",12,0
"V885","50","6",19,0
"V895","50","6",15,0
"V905","50","6",19,0
"V919","50","6",14,0
"V925","50","6",16,0
"V935","50","6",22,0
"V945","50","6",16,0
"V955","50","6",14,0
"V965","50","6",13,0
"V975","50","6",25,0
"V985","50","6",16,0
"V995","50","6",14,0
"V1005","50","6",14,0
"V1019","50","6",15,0
"V1025","50","6",18,0
"V1035","50","6",15,1
"V1045","50","6",12,0
"V1055","50","6",11,0
"V1065","50","6",16,0
"V1075","50","6",20,0
"V1085","50","6",11,0
"V1095","50","6",20,0
"V1109","50","6",24,0
"V1119","50","6",14,0
"V1125","50","6",12,0
"V1135","50","6",21,1
"V1145","50","6",20,0
"V1155","50","6",11,1
"V1165","50","6",18,0
"V1175","50","6",11,1
"V1185","50","6",20,0
"V1195","50","6",18,0
"V1205","50","6",14,0
"V1219","50","6",15,0
"V1225","50","6",13,0
"V1235","50","6",20,0
"V1245","50","6",17,0
"V1255","50","6",21,0
"V1265","50","6",12,0
"V1275","50","6",22,0
"V1285","50","6",8,0
"V1295","50","6",14,0
"V1305","50","6",8,0
"V1319","50","6",13,0
"V1325","50","6",14,0
"V1335","50","6",15,0
"V1345","50","6",14,1
"V1355","50","6",16,0
"V1365","50","6",18,0
"V1375","50","6",10,1
"V1385","50","6",15,0
"V1395","50","6",12,0
"V1405","50","6",10,1
"V1419","50","6",13,1
"V1425","50","6",19,0
"V1435","50","6",15,0
"V1445","50","6",15,0
"V1455","50","6",20,0
"V1465","50","6",13,0
"V1475","50","6",14,0
"V1485","50","6",15,1
"V1495","50","6",18,0
"V1505","50","6",22,0
"V1519","50","6",12,0
"V1525","50","6",16,0
"V1535","50","6",17,0
"V1545","50","6",15,0
"V1555","50","6",12,0
"V1565","50","6",14,0
"V1575","50","6",11,0
"V1585","50","6",17,0
"V1595","50","6",16,0
"V1605","50","6",13,0
"V1619","50","6",17,1
"V1625","50","6",14,0
"V1635","50","6",13,0
"V1645","50","6",15,0
"V1655","50","6",11,0
"V1665","50","6",12,0
"V1675","50","6",20,0
"V1685","50","6",11,0
"V1695","50","6",13,0
"V1705","50","6",12,0
"V1719","50","6",12,0
"V1725","50","6",16,0
"V1735","50","6",11,0
"V1745","50","6",15,0
"V1755","50","6",22,0
"V1765","50","6",16,0
"V1775","50","6",19,0
"V1785","50","6",9,0
"V1795","50","6",12,0
"V1805","50","6",15,0
"V1819","50","6",30,1
"V1825","50","6",23,0
"V1835","50","6",14,0
"V1845","50","6",12,0
"V1855","50","6",16,0
"V1865","50","6",11,0
"V1875","50","6",16,0
"V1885","50","6",14,0
"V1895","50","6",11,0
"V1905","50","6",12,0
"V1919","50","6",12,0
"V1925","50","6",20,1
"V1935","50","6",16,0
"V1945","50","6",15,0
"V1955","50","6",17,0
"V1965","50","6",16,0
"V1975","50","6",16,0
"V1985","50","6",20,0
"V1995","50","6",17,0
"V2005","50","6",12,0
"V2019","50","6",21,0
"V2025","50","6",14,0
"V2035","50","6",10,0
"V2045","50","6",20,0
"V2055","50","6",14,0
"V2065","50","6",11,1
"V2075","50","6",12,0
"V2085","50","6",14,0
"V2095","50","6",20,0
"V2109","50","6",14,0
"V2119","50","6",13,0
"V2125","50","6",19,0
"V2135","50","6",16,0
"V2145","50","6",18,0
"V2155","50","6",13,0
"V2165","50","6",16,0
"V2175","50","6",14,0
"V2185","50","6",12,0
"V2195","50","6",21,1
"V2205","50","6",16,0
"V2219","50","6",23,0
"V2225","50","6",9,0
"V2235","50","6",18,0
"V2245","50","6",11,0
"V2255","50","6",16,0
"V2265","50","6",10,0
"V2275","50","6",14,0
"V2285","50","6",13,0
"V2295","50","6",15,0
"V2305","50","6",19,0
"V2319","50","6",15,0
"V2325","50","6",20,0
"V2335","50","6",11,0
"V2345","50","6",15,0
"V2355","50","6",11,0
"V2365","50","6",13,0
"V2375","50","6",11,1
"V2385","50","6",12,2
"V2395","50","6",11,1
"V2405","50","6",18,0
"V2419","50","6",26,0
"V2425","50","6",22,0
"V2435","50","6",12,0
"V2445","50","6",21,0
"V2455","50","6",14,0
"V2465","50","6",18,1
"V2475","50","6",10,0
"V2485","50","6",17,0
"V2495","50","6",16,0
"V2505","50","6",18,0
"V2519","50","6",18,0
"V2525","50","6",9,0
"V2535","50","6",13,0
"V2545","50","6",16,0
"V2555","50","6",14,0
"V2565","50","6",18,0
"V2575","50","6",13,0
"V2585","50","6",12,0
"V2595","50","6",14,0
"V2605","50","6",18,0
"V2619","50","6",19,0
"V2625","50","6",13,0
"V2635","50","6",19,0
"V2645","50","6",14,0
"V2655","50","6",11,0
"V2665","50","6",12,0
"V2675","50","6",18,0
"V2685","50","6",13,0
"V2695","50","6",15,0
"V2705","50","6",23,0
"V2719","50","6",11,0
"V2725","50","6",12,0
"V2735","50","6",13,0
"V2745","50","6",10,0
"V2755","50","6",19,0
"V2765","50","6",11,0
"V2775","50","6",12,0
"V2785","50","6",16,0
"V2795","50","6",18,0
"V2805","50","6",18,0
"V2819","50","6",18,0
"V2825","50","6",15,0
"V2835","50","6",13,0
"V2845","50","6",16,0
"V2855","50","6",20,0
"V2865","50","6",14,0
"V2875","50","6",11,0
"V2885","50","6",16,0
"V2895","50","6",23,0
"V2905","50","6",13,0
"V2919","50","6",21,0
"V2925","50","6",13,0
"V2935","50","6",14,0
"V2945","50","6",15,0
"V2955","50","6",13,0
"V2965","50","6",14,0
"V2975","50","6",14,0
"V2985","50","6",13,0
"V2995","50","6",14,0
"V3005","50","6",12,0
"V1120","50","7",16,0
"V2120","50","7",22,0
"V320","50","7",21,0
"V420","50","7",14,0
"V520","50","7",22,0
"V620","50","7",14,0
"V720","50","7",11,0
"V820","50","7",19,2
"V920","50","7",16,0
"V1020","50","7",20,0
"V1126","50","7",17,0
"V1220","50","7",22,0
"V1320","50","7",23,0
"V1420","50","7",11,0
"V1520","50","7",10,0
"V1620","50","7",27,0
"V1720","50","7",13,0
"V1820","50","7",13,0
"V1920","50","7",12,1
"V2020","50","7",20,0
"V2126","50","7",18,0
"V2220","50","7",21,0
"V2320","50","7",20,0
"V2420","50","7",14,0
"V2520","50","7",9,0
"V2620","50","7",11,0
"V2720","50","7",15,0
"V2820","50","7",23,0
"V2920","50","7",22,0
"V306","50","7",18,0
"V3110","50","7",20,0
"V326","50","7",16,0
"V336","50","7",16,0
"V346","50","7",14,0
"V356","50","7",13,0
"V366","50","7",20,0
"V376","50","7",16,0
"V386","50","7",22,0
"V396","50","7",16,0
"V406","50","7",20,0
"V4110","50","7",15,0
"V426","50","7",16,0
"V436","50","7",15,0
"V446","50","7",21,0
"V456","50","7",8,0
"V466","50","7",16,0
"V476","50","7",17,0
"V486","50","7",20,0
"V496","50","7",18,0
"V506","50","7",13,0
"V5110","50","7",19,1
"V526","50","7",13,1
"V536","50","7",20,1
"V546","50","7",21,0
"V556","50","7",18,0
"V566","50","7",14,0
"V576","50","7",12,0
"V586","50","7",17,0
"V596","50","7",13,0
"V606","50","7",12,0
"V6110","50","7",14,0
"V626","50","7",15,0
"V636","50","7",16,0
"V646","50","7",18,0
"V656","50","7",12,0
"V666","50","7",12,0
"V676","50","7",17,0
"V686","50","7",12,0
"V696","50","7",12,0
"V706","50","7",17,0
"V7110","50","7",16,0
"V726","50","7",22,0
"V736","50","7",18,0
"V746","50","7",14,0
"V756","50","7",17,0
"V766","50","7",14,0
"V776","50","7",19,0
"V786","50","7",22,0
"V796","50","7",13,0
"V806","50","7",20,0
"V8110","50","7",24,0
"V826","50","7",22,0
"V836","50","7",11,0
"V846","50","7",14,0
"V856","50","7",16,0
"V866","50","7",13,0
"V876","50","7",19,0
"V886","50","7",19,0
"V896","50","7",14,0
"V906","50","7",17,0
"V9110","50","7",18,0
"V926","50","7",20,0
"V936","50","7",17,0
"V946","50","7",9,0
"V956","50","7",12,0
"V966","50","7",18,0
"V976","50","7",16,0
"V986","50","7",15,0
"V996","50","7",16,0
"V1006","50","7",18,0
"V10110","50","7",21,0
"V1026","50","7",14,0
"V1036","50","7",16,0
"V1046","50","7",17,0
"V1056","50","7",22,0
"V1066","50","7",24,0
"V1076","50","7",21,0
"V1086","50","7",13,1
"V1096","50","7",14,0
"V11010","50","7",16,0
"V11110","50","7",12,0
"V1127","50","7",23,1
"V1136","50","7",14,0
"V1146","50","7",18,0
"V1156","50","7",16,0
"V1166","50","7",18,0
"V1176","50","7",20,0
"V1186","50","7",20,0
"V1196","50","7",14,0
"V1206","50","7",20,0
"V12110","50","7",14,0
"V1226","50","7",13,0
"V1236","50","7",10,0
"V1246","50","7",14,0
"V1256","50","7",16,1
"V1266","50","7",25,0
"V1276","50","7",18,0
"V1286","50","7",9,1
"V1296","50","7",12,0
"V1306","50","7",13,0
"V13110","50","7",16,0
"V1326","50","7",16,0
"V1336","50","7",18,0
"V1346","50","7",19,0
"V1356","50","7",15,0
"V1366","50","7",13,0
"V1376","50","7",13,0
"V1386","50","7",13,0
"V1396","50","7",20,0
"V1406","50","7",22,0
"V14110","50","7",17,0
"V1426","50","7",13,0
"V1436","50","7",18,0
"V1446","50","7",10,0
"V1456","50","7",19,0
"V1466","50","7",13,0
"V1476","50","7",13,0
"V1486","50","7",14,0
"V1496","50","7",13,0
"V1506","50","7",16,0
"V15110","50","7",17,0
"V1526","50","7",14,0
"V1536","50","7",12,0
"V1546","50","7",19,0
"V1556","50","7",21,0
"V1566","50","7",17,0
"V1576","50","7",14,0
"V1586","50","7",12,1
"V1596","50","7",15,0
"V1606","50","7",16,0
"V16110","50","7",15,0
"V1626","50","7",21,0
"V1636","50","7",16,0
"V1646","50","7",17,0
"V1656","50","7",16,0
"V1666","50","7",18,0
"V1676","50","7",15,0
"V1686","50","7",13,0
"V1696","50","7",13,0
"V1706","50","7",15,0
"V17110","50","7",14,0
"V1726","50","7",18,0
"V1736","50","7",14,0
"V1746","50","7",10,0
"V1756","50","7",13,0
"V1766","50","7",14,0
"V1776","50","7",14,0
"V1786","50","7",15,0
"V1796","50","7",16,0
"V1806","50","7",20,0
"V18110","50","7",16,0
"V1826","50","7",16,0
"V1836","50","7",15,0
"V1846","50","7",14,0
"V1856","50","7",17,0
"V1866","50","7",12,0
"V1876","50","7",16,0
"V1886","50","7",17,0
"V1896","50","7",15,0
"V1906","50","7",10,0
"V19110","50","7",21,2
"V1926","50","7",12,0
"V1936","50","7",12,0
"V1946","50","7",12,0
"V1956","50","7",15,0
"V1966","50","7",14,0
"V1976","50","7",13,0
"V1986","50","7",20,0
"V1996","50","7",15,0
"V2006","50","7",17,0
"V20110","50","7",15,1
"V2026","50","7",14,0
"V2036","50","7",13,0
"V2046","50","7",16,1
"V2056","50","7",19,0
"V2066","50","7",21,0
"V2076","50","7",16,0
"V2086","50","7",12,0
"V2096","50","7",18,0
"V21010","50","7",23,0
"V21110","50","7",10,1
"V2127","50","7",17,0
"V2136","50","7",13,0
"V2146","50","7",15,1
"V2156","50","7",14,1
"V2166","50","7",24,0
"V2176","50","7",10,1
"V2186","50","7",18,0
"V2196","50","7",21,0
"V2206","50","7",16,0
"V22110","50","7",15,0
"V2226","50","7",26,0
"V2236","50","7",12,1
"V2246","50","7",19,0
"V2256","50","7",15,0
"V2266","50","7",14,0
"V2276","50","7",9,1
"V2286","50","7",23,0
"V2296","50","7",11,0
"V2306","50","7",19,0
"V23110","50","7",13,0
"V2326","50","7",13,1
"V2336","50","7",12,2
"V2346","50","7",18,0
"V2356","50","7",17,0
"V2366","50","7",18,0
"V2376","50","7",15,0
"V2386","50","7",18,0
"V2396","50","7",15,0
"V2406","50","7",18,0
"V24110","50","7",23,0
"V2426","50","7",14,0
"V2436","50","7",17,0
"V2446","50","7",15,0
"V2456","50","7",19,1
"V2466","50","7",18,1
"V2476","50","7",22,0
"V2486","50","7",16,0
"V2496","50","7",19,0
"V2506","50","7",18,0
"V25110","50","7",18,0
"V2526","50","7",18,0
"V2536","50","7",17,0
"V2546","50","7",16,0
"V2556","50","7",21,0
"V2566","50","7",24,0
"V2576","50","7",18,0
"V2586","50","7",21,0
"V2596","50","7",22,0
"V2606","50","7",20,0
"V26110","50","7",13,0
"V2626","50","7",18,0
"V2636","50","7",18,0
"V2646","50","7",17,0
"V2656","50","7",16,0
"V2666","50","7",16,0
"V2676","50","7",18,1
"V2686","50","7",14,0
"V2696","50","7",12,0
"V2706","50","7",25,0
"V27110","50","7",24,0
"V2726","50","7",14,0
"V2736","50","7",18,0
"V2746","50","7",15,0
"V2756","50","7",14,0
"V2766","50","7",19,0
"V2776","50","7",17,0
"V2786","50","7",18,0
"V2796","50","7",19,1
"V2806","50","7",10,1
"V28110","50","7",18,0
"V2826","50","7",12,0
"V2836","50","7",13,0
"V2846","50","7",13,0
"V2856","50","7",14,0
"V2866","50","7",16,0
"V2876","50","7",17,0
"V2886","50","7",15,0
"V2896","50","7",22,0
"V2906","50","7",15,0
"V29110","50","7",24,0
"V2926","50","7",20,0
"V2936","50","7",13,0
"V2946","50","7",15,0
"V2956","50","7",24,0
"V2966","50","7",14,0
"V2976","50","7",12,0
"V2986","50","7",10,0
"V2996","50","7",22,0
"V3006","50","7",16,1
"V1128","50","8",13,0
"V2128","50","8",17,0
"V327","50","8",24,0
"V427","50","8",17,0
